app_id,app_name,source,idea_1,idea_2,idea_3,idea_4,idea_5,idea_6,idea_7,idea_8,idea_9,idea_10
com.pinger.textfree,Text Free: Second Call Number,SOURCE2,"This feature converts voicemails into text messages, allowing users to read their voicemail content instead of listening to the audio.",This feature lets users write text messages in advance and set them to be sent automatically at a chosen date and time.,This feature automatically sends preset replies to incoming texts and calls when it detects the user is driving or in a meeting. Users can customize these messages.,This feature gives you an extra phone number in the app to make and receive calls and messages independently from your main number.,This feature provides a temporary phone number that can be used for a set time and is automatically deleted after that period.,"This feature lets users search past messages by keywords, dates, or contacts using filters to find specific conversations in the message archive.",This feature allows users to set different notification sounds and vibration patterns for specific contacts or groups to identify incoming calls more easily.,"This feature allows users to create and manage group chats with their second number, including muting participants, adding or removing members, and moderating messages.",This feature detects and marks phone numbers that might be suspicious or spam before you answer the call.,"This feature lets users access calls and messages from their second number on multiple phones, tablets, and desktop devices, keeping communication synchronized across all devices."
com.xt.retouchoversea,Hypic - Photo Editor & AI Art,SOURCE1,"This feature offers guided challenges that help users practice photo editing and AI art techniques, with tasks that gradually become more difficult to build skills over time.",This feature allows users to share their photo edits within the app and receive feedback and suggestions from other users.,"This feature uses AI to adjust the interface and provide descriptive audio, helping visually impaired users with photo editing and art creation.","This feature allows users to install or remove add-ons such as brush packs, filter bundles, and AI style presets to customize their editing tools and options.","This feature adds weather overlays to photos based on the user’s location, displaying current or forecasted weather conditions directly on the images.","This feature connects users with similar editing styles and interests, allowing them to collaborate and share AI art tutorials in local or online communities.","This feature awards points for daily edits, completed challenges, and community participation, which can be exchanged for filters, frames, or discount vouchers on partner products.",This feature sends real-time alerts about severe weather for the user's current location and saved travel destinations.,This feature lets users save photo projects in the cloud and allows multiple people to access and edit the same project together.,"This feature lets users download filters, AI models, and editing tools to use the app and apply effects without needing an internet connection."
com.xt.retouchoversea,Hypic - Photo Editor & AI Art,SOURCE2,"This feature analyzes the emotional tone of a photo and applies color grading and effects that correspond to moods like nostalgia, serenity, or excitement.",This feature uses AI to detect the subject in a photo and allows users to replace the background with various artistic or realistic options with one tap.,This feature lets multiple users edit the same photo project simultaneously with real-time updates and includes a chat function for communication during editing.,This feature combines two AI art styles on one photo and lets users adjust the balance between the two styles.,This feature creates short video clips by combining edited photos with AI-generated captions and background music that correspond to the photo themes.,This feature applies filters to photos according to the current season or upcoming holidays and adds basic animations like falling leaves or snowflakes.,This feature removes unwanted objects from photos and fills the edited area by blending surrounding textures and colors to create a natural look.,This feature uses AI to simulate how a person's face may look at different ages by applying aging and rejuvenation effects to photos.,"This feature provides a brush tool that uses AI to change stroke styles and textures based on the photo’s content, enabling varied painting and retouching effects.",This feature uses AI to analyze your photo library and automatically create collages or montages that organize images around a consistent theme.
com.classdojo.android,ClassDojo,SOURCE2,"This feature offers AI-generated learning suggestions based on each student's behavior and progress, allowing teachers to adjust activities and resources to meet individual student needs.","This feature lets students care for a virtual classroom pet by earning points through positive behaviors, tracking the class’s total points to encourage group participation.","This feature automatically translates messages in real time within the parent-teacher chat, enabling communication between users who speak different languages.",This feature lets students privately record their daily feelings. Teachers can access this information to see and understand students' emotional states.,"This feature offers short challenges aligned with curriculum goals to help students practice skills through interactive, game-like activities.",This feature lets students view and interact with 3D models on their devices and offers augmented reality experiences to support classroom lessons.,"This feature creates a weekly report for parents showing their child's behavior, achievements, areas to improve, and includes practical suggestions.","This feature lets parents sign up for volunteer opportunities at classroom or school events by matching their available times and interests, and helps manage volunteer participation.","This feature allows teachers to create and customize badges to recognize specific classroom goals or values, alongside the standard badge options.","This feature lets students send anonymous positive messages to classmates, enabling private sharing of encouraging notes within the classroom."
com.classdojo.android,ClassDojo,SOURCE1,This feature lets students upload and organize their art projects. Teachers and classmates can view the work and give feedback within the module.,"This feature provides a feedback hub where teachers, students, and parents can submit and view reviews on assignments, activities, and learning tools in one place.","This feature lets students and parents invite friends to join ClassDojo. When invited friends participate, both the inviter and invitee earn badges or rewards.","This feature shares updates about school trips and outdoor activities, including weather forecasts and travel details, to help teachers and parents with planning.","This feature lets teachers create and share playlists of music and educational songs to play during transitions, breaks, or rides.","This feature lets students use earned points to get digital or physical items, including e-gift cards and school supplies.",This feature lets students download lesson materials and classroom announcements to view them later without needing an internet connection.,"This feature lets teachers create and organize tasks with different difficulty levels, and allows students to choose assignments from the menu according to their preferences.","This feature sends real-time alerts about emergency school announcements or weather warnings to teachers, parents, and students to keep them informed promptly.","This feature links behavior points to mini-games, enabling students to earn coins or tickets that can be used to unlock activities or make charity donations."
com.okcupid.okcupid,OkCupid Dating: Date Singles,SOURCE2,This feature allows users to add a 30-second audio clip to their profile so others can hear their voice as part of their introduction.,"This feature uses AI to recommend potential matches based on shared interests and nearby events, allowing users to plan meetups focused on activities they both enjoy.",This feature lets users choose their current mood and shows profiles of other users with similar or compatible moods to help find potential matches.,This feature lets users play games or watch movies together within the app to interact and spend time before meeting in person.,This feature allows users to post short daily updates that are visible to their matches for a limited period.,"This feature allows users to take a quiz together to identify shared values and preferences, providing information to support their conversations.",This feature allows users to share their location and date details with a trusted contact to keep them informed during meetups.,This feature lets matched users complete tasks or prompts together to encourage interaction and help start conversations.,This feature lets users share information about their traditions and customs to learn about different cultures while connecting with other users.,"This feature allows users to send private feedback about their date, which is then used to help improve the app’s matchmaking system."
com.okcupid.okcupid,OkCupid Dating: Date Singles,SOURCE1,"This feature allows users to practice conversation starters, access dating tips, and complete emotional intelligence exercises to improve communication skills within the app.","This feature offers a list of date ideas that users can view, save, and share. The ideas are tailored to the user’s location and preferences.",This feature lets users invite friends to join OkCupid and receive rewards or profile boosts when those friends create accounts.,This feature displays local events and weather information to provide date ideas that match current and upcoming conditions for planning outings with matches.,This feature provides captioned video chats and volume normalization to assist users with hearing difficulties during video calls.,"This feature lets users create and listen to a music playlist together within the app, allowing matches to add songs and share music collaboratively.","This feature allows users to give feedback and reviews about profiles or dates anonymously, and makes this information accessible to other users.","This feature lets users add different content types like text, PDFs, and slideshows to their profiles to share information beyond photos and basic bios.","This feature allows users to personalize their profiles by adding avatars, themed skins, badges, or accessories to visually display their personality or interests.","This feature gives new users temporary access to premium tools like advanced filters, read receipts, and message boosts to try them before subscribing."
com.poshmark.app,Poshmark - Sell & Shop Online,SOURCE2,"This feature uses AI to suggest outfit combinations based on the user’s saved items and browsing history, offering personalized recommendations from their wardrobe and activity.","This feature organizes user listings by color, style, and season, and adds tags to each item to help manage and display the inventory.","This feature lets sellers group items with discounts based on quantity, allowing buyers to purchase multiple items together at a lower total price.","This feature lets sellers show their items live and answer buyer questions in real-time, allowing direct interaction between sellers and buyers during the stream.","This feature shows a sustainability score for each listing based on materials, brand practices, and item condition to inform shoppers about the product's environmental impact.",This feature uses the smartphone camera to show users a virtual preview of how clothes or accessories would look on them.,"This feature lets users exchange items directly with each other without using money, enabling trades between members within the app community.","This feature analyzes similar listings, current demand, and item condition to provide sellers with a suggested price for their items.",This feature lets users choose style or brand preferences and sends notifications when matching items or deals are available.,"This feature allows buyers to purchase items as gifts, add a personalized message, choose digital gift wrapping, and track the delivery status."
com.poshmark.app,Poshmark - Sell & Shop Online,SOURCE1,"This feature provides tutorials and quizzes that teach users about selling methods, photography, and branding to help them manage and improve their shops.","This feature lets buyers post reviews with photos and allows sellers to respond, showing product feedback and seller replies together in one section.",This feature lets users invite friends to join the platform and gives users credits or badges when their invited friends buy or sell items.,"This feature shows sellers their sales trends, customer satisfaction, and shipping timeliness over time, and offers suggestions to help improve these areas.",This feature shows users their full purchase history with receipts and shipment tracking. It also allows reordering items and contacting sellers about past orders.,This feature lets users find and connect with nearby buyers and sellers to arrange meetups and local transactions within their community.,"This feature lets users complete daily tasks like sharing listings, following sellers, and joining events to earn points that can be used for discounts or donations.","This feature shows a social feed with trending listings, seller stories, and community posts, allowing users to like and comment on the content.",This feature lets users listen to chosen music or podcasts while browsing items or packing orders within the app.,"This feature allows buyers to choose items from various sellers, combine them into one order, and apply combined shipping and discounts during checkout."
com.Slack,Slack,SOURCE1,"This feature lets users search for coworkers across channels using filters like project interests, skills, location, expertise, and availability to find potential collaborators.","This feature lets users group reactions, GIFs, and emojis into one combined image called a “swirl” that shows multiple expressions together in the chat.","This feature automatically saves photos, screenshots, and videos shared in Slack channels to linked cloud storage accounts and organizes them for easy access across devices.",This feature adds detective puzzles or object-finding challenges to random Slack messages or channels for users to solve during breaks or virtual events.,This feature plays background sounds during work sessions or meetings and uses timers to pause the audio automatically when calls or message alerts occur.,"This feature lets users add “Add-on Packs” to their Slack workspace, which include new reaction icons, channel themes, bot personalities, and interactive widgets.","This feature lets team members view nearby restaurant menus, place group orders, split bills, and track delivery status all within Slack.","This feature gathers breaking industry news, company updates, and local stories based on user-selected topics and sources, and shares them directly within Slack.","This feature lets users create live audio channels in Slack for real-time talks, with options for Q&A, voice reactions, and recording.","This feature lets users earn points for reactions, messages, or milestones, which can be exchanged for digital badges, custom emojis, or rewards like gift cards."
com.Slack,Slack,SOURCE2,This feature creates short summaries and lists of action items from voice or video calls in Slack channels using AI to identify important points.,"This feature temporarily silences non-urgent notifications and shows messages marked as critical by team leads, helping users focus on important updates.",This feature lets teams create and share custom emoji or GIF collections that can be used in Slack for reactions during conversations.,This feature provides a marketplace where team members can offer short consultations or tutorials to share their skills and knowledge with others in the team.,"This feature translates messages in Slack instantly, allowing users to read them in their chosen language and view the original text alongside the translation.","This feature gathers Slack messages, task deadlines, and file exchanges for a project into one view, enabling users to see project updates within Slack.",This feature analyzes the tone of messages before sending and suggests alternative phrasing that is more positive or neutral for clearer communication.,"This feature lets team members show when they are ""online"" or ""at desk"" for a set time, helping others know their availability for quick interactions.","This feature uses bots to track habits, integrates with Slack reminders, and notifies the team when members achieve personal or work-related habit milestones.",This feature automatically moves threads with rising activity or marked as important to the top of the channel feed for easier visibility.
com.gaming.mob.grand.gangster.chase.openworld.city.crime.simulator,Gangster Game Crime Mafia City,SOURCE1,"This feature allows players to perform jumps and combos across rooftops and alleyways, enabling more varied and fluid character movement within the game.",This feature lets players record and save voice memos in the game to capture ideas or strategies and share them with their crew.,"This feature records gameplay videos with sound, allowing users to save and share the recordings directly within the app.",This feature lets players rent rare or customized vehicles for limited-time missions and shows a map with rental locations and available cars in the city.,This feature allows players to buy cars or weapons using installment payments and includes checks to determine if players qualify for financing before approval.,"This feature allows players to record and save short audio notes about their gameplay, missions, or roleplay stories for later listening.","This feature unlocks extra 3D visual effects and customization options for weapons, vehicles, and safehouses for players with a premium subscription.","This feature shows a city map that calculates distances and travel times between mission points, shops, and hideouts to help players plan their routes.",This feature lets players collect and use digital coupons to get discounts on in-game items or upgrades during their purchases.,"This feature offers a free trial of the premium subscription, showing users billing details and cancellation options before any charges are made."
com.gaming.mob.grand.gangster.chase.openworld.city.crime.simulator,Gangster Game Crime Mafia City,SOURCE2,This feature allows players to join groups to fight for control of neighborhoods in real-time battles and earn resource bonuses from the areas they hold.,This feature allows players to customize and upgrade rooms in their hideout with decorations and equipment that provide abilities or generate passive income.,"This feature tracks the player's reputation, affecting how NPCs react and influencing mission outcomes based on the player's actions.","This feature lets players organize a heist by picking crew members, selecting equipment, and setting the timing to affect loot and risk levels.","This feature provides a black market where players can buy, sell, or trade weapons, vehicles, and items, with prices that change based on game events and player actions.","This feature lets experienced characters provide players with special missions, advice, and unlockable content as players build trust and respect with them.","This feature allows players to customize and upgrade their vehicles by improving performance, armor, and appearance, which influences vehicle behavior during chases and combat.","This feature changes police actions like SWAT raids, drones, and undercover agents based on the player's notoriety, requiring players to adapt their strategies accordingly.","This feature lets players challenge nearby gangs, records win streaks and results on leaderboards, and provides seasonal rewards based on player performance.","This feature lets players invest in or disrupt businesses, influencing the city’s market and unlocking missions connected to economic activities."
com.garmin.android.apps.connectmobile,Garmin Connect™,SOURCE1,"This feature offers workout drills and technique tips based on user performance, tracks progress, and includes options for challenges with others to support skill development.","This feature adjusts voice prompts and alerts based on the user's hearing needs, working with compatible earbuds and headphones to optimize volume and clarity during workouts.","This feature lets users download workout playlists and guided sessions from Garmin Connect™ for offline use, allowing access without an internet connection during exercise.","This feature lets users write, share, and read reviews about Garmin devices, workout plans, and app features within the app.","This feature allows users to recommend workouts, share fitness tips, and invite friends to join challenges within a selected group for interaction and connection.","This feature shows nearby Garmin Connect™ users and local group events or runs based on your location, allowing you to find and join activities in your area.","This feature connects users with nearby workout partners by matching fitness goals, availability, and activities, and enables communication and workout scheduling within the app.","This feature checks user profiles to confirm they are real, helping to maintain authentic social connections for workouts and training partners.","This feature displays hourly weather forecasts on workout planning screens, including rain, temperature changes, and severe weather, to provide current weather information for outdoor exercise planning.","This feature guides users to enter emergency contact and medical information, checks the entries, and stores the data for access on connected Garmin devices."
com.garmin.android.apps.connectmobile,Garmin Connect™,SOURCE2,"This feature uses real-time biometric data and recent workout intensity to provide personalized recovery suggestions, including rest days and active recovery activities.","This feature lets users create fitness challenges with others, track progress in real time, and receive badges based on group performance.","This feature connects with compatible smart home devices to monitor room temperature, lighting, and noise levels, and offers adjustment suggestions based on your sleep data.",This feature allows users to log meals by taking photos and automatically connects the nutritional information with their workout and recovery data.,"This feature adjusts daily workouts based on factors like illness, travel, or sleep changes, modifying the plan to support steady progress and avoid overtraining.",This feature offers meditation sessions that adjust based on heart rate variability data and tracks changes in stress levels over time.,"This feature shows a 3D augmented reality view of routes, allowing users to see trails or courses virtually before starting their run or ride.","This feature tracks temperature, humidity, and activity intensity to provide hydration reminders and establish daily water intake goals.","This feature tracks the time spent switching between swimming, cycling, and running segments and provides data to review transition performance.","This feature collects activity data from multiple Garmin users in a household and lets family members view group goals, shared achievements, and compare their activity progress."
com.udonistemple.magicalmixing,Mystical Mixing,SOURCE1,"This feature provides virtual brushes like airbrushes, crayons, and stamps, allowing users to create textures and patterns with matching visual effects.",This feature shows background elements such as floating bubbles or particles that move and change based on the user's mixing actions.,"This feature allows users to create themed spaces called ""mixing rooms"" where they can display their creations and customize the decor to match their mix's mood and colors.","This feature lets users add multiple glowing, animated effects and patterns that change in real time around their mixes without restrictions.","This feature lets users import colors and textures from their environment by connecting location and photos, which can then be used in their mixes.",This feature lets users remotely control and schedule mixing sessions or tutorials and offers maintenance tips for hardware accessories used with Mystical Mixing.,"This feature lets users create and edit multi-layered designs by adjusting opacity, applying blend modes, and using masking tools.","This feature lets users upload and share their mixes in a global hub with ads, enabling access to mixes from other users around the world.",This feature offers mini-games focused on mixing tasks that help users practice problem-solving and support creative design skills.,"This feature allows users to compete in timed mixing challenges, submit their mixes for voting, and receive rewards based on the voting outcomes."
com.udonistemple.magicalmixing,Mystical Mixing,SOURCE2,This feature analyzes user playlists and suggests soundscapes or ambient effects that match the identified emotional tone.,"This feature lets multiple users mix their tracks together at the same time, allowing them to work on audio blending simultaneously.",This feature shows interactive visuals that change in real time with the audio during playback or live performances using augmented reality technology.,"This feature lets users unlock sound elements and effects by completing themed challenges, providing new audio components as they advance through the tasks.","This feature lets users control mix settings using voice commands, allowing adjustments without needing to use their hands.","This feature offers a set of presets inspired by myths from various cultures, automatically applying related effects and layering styles to the sounds.",This feature connects to wearable devices to monitor user biometrics and automatically changes the mix intensity or tempo according to the user's activity or relaxation level.,"This feature records sounds from the phone’s microphone and turns them into beats or textures, which can be combined with other audio tracks in the app.","This feature lets users change a track’s tempo and pitch at the same time while adding distortion effects, allowing real-time adjustment of the sound.","This feature provides a tutorial mode where users learn mixing techniques by completing a series of interactive, story-based challenges."
com.pianonbeat.rhythm,Cyber Music Rush,SOURCE1,This feature requires players to perform jump sequences timed to the music's beat. Completing these sequences unlocks special in-game rewards.,"This feature lets users earn digital coupons through gameplay achievements, which can be redeemed daily for discounts on in-app purchases, skins, or music packs.",This feature lets users tap along to the rhythm using basic graphics and sounds as a separate mini-game within the app.,This feature lets users record short voice memos or musical ideas during gameplay breaks and save these audio notes within the app.,"This feature provides festival-themed music packs and avatar customization options available to all users, allowing them to personalize their experience within the app.","This feature lets users record their gameplay with audio and video, including voice commentary, and allows them to save and share the recorded sessions.",This feature allows users to create and shuffle custom playlists and adjusts music playback based on gameplay intensity and user settings.,"This feature lets users take photos during the game using adjustable filters and frames, capturing gameplay scenes or selfies with avatars.",This feature lets users download music tracks and game soundtracks to listen to them offline without needing an internet connection.,"This feature allows users to import tracks in more audio formats, such as FLAC and WAV, enabling the use of a broader range of audio files in the game."
com.pianonbeat.rhythm,Cyber Music Rush,SOURCE2,"This feature lets multiple users play together in real time, synchronizing their gameplay to create combined music tracks.",This feature uses AI to track a player’s rhythm accuracy and adjusts the beat patterns and speed to align with their skill level.,"This feature allows users to create custom rhythm challenges with futuristic sounds, share them with others, and receive ratings from the community.","This feature uses augmented reality to show interactive musical visuals around the player during gameplay, which change based on the music and player actions.",This feature offers a daily challenge with randomly selected remixed tracks. Players complete the challenge to unlock skins and sound packs.,This feature allows players to advance through levels featuring cyberpunk characters and original music that matches the gameplay.,"This feature lets two players compete live by matching rhythm sequences, includes real-time voice chat, and shows leaderboards to track player rankings.",This feature changes the avatar’s appearance according to the player’s performance and adjusts it to match the music’s intensity during gameplay.,"This feature shows light patterns based on player performance, allows users to record these visualizations as videos, and provides options to share the recordings.","This feature saves player progress and settings to the cloud, allowing access to custom beats and unlocks on multiple devices with automatic syncing between them."
com.games.webmaster,Web Master: Stickman Superhero,SOURCE1,This feature lets players connect web-swinging tricks and jumps over obstacles to earn extra points and access additional moves.,"This feature provides an in-game store where players can buy bundles of character skins, power-ups, and gadgets to use and customize their superhero during gameplay.","This feature allows players to record short audio messages for mission reminders or personal notes, which can be used to track goals or share information during gameplay.","This feature provides mini-games like stone dodging and target shooting between main levels, offering extra rewards and options to adjust sound effects and graphics.","This feature records gameplay clips and audio commentary, allowing users to save and share their gameplay moments on social media platforms.",This feature lets players schedule upcoming challenges or events in the game calendar and sends location-based reminders for in-game hotspots.,This feature helps players manage superhero gear upgrades by breaking total costs into monthly payments and allows tracking and planning of these improvements over time.,"This feature offers a free trial of premium game content, shows billing details, sends reminders before subscription renewals, and allows users to cancel the subscription easily.",This feature provides a tool that measures distances between important points on the game map to assist with planning movement and navigation.,This feature lets users record ambient sounds during gameplay and combine basic beats and melodies to create music within the app.
com.games.webmaster,Web Master: Stickman Superhero,SOURCE2,"This feature adds weather effects such as rain and wind that alter surface slipperiness and jump trajectories, influencing the player's movement within each level.","This feature provides a skill tree where users can upgrade abilities like agility, strength, and web-shooting speed, and monitor their character's skill progression.","This feature lets users take pictures of the stickman superhero, apply comic-style filters and stickers, and share the edited images.","This feature provides a daily challenge mode with various obstacles and time-limited rewards, along with leaderboards to track and compare player performance.","This feature allows two players to control separate stickman characters simultaneously, working together to complete puzzles and overcome enemies in cooperative multiplayer levels.","This feature makes certain enemies copy the player’s recent moves or abilities, causing changes in how the player interacts with them during the game.","This feature allows users to create, play, share, and rate custom levels within the game.",This feature lets users project their stickman superhero onto real-world surfaces using augmented reality and participate in interactive mini-games or battles with the projected character.,"This feature allows players to make choices that affect the story, leading to different missions, characters, and endings.","This feature enables the stickman to become less visible by blending into shadows or using web cloaking, allowing movement past enemies without detection."
com.wayfair.wayfair,Wayfair - Shop All Things Home,SOURCE2,"This feature uses AI to place furniture and suggest matching décor, colors, and lighting based on user photos and style preferences.","This feature allows users to create projects for different rooms, set budgets, track purchases, and receive notifications about sales or restocks on saved items.","This feature adds a filter that lets users view furniture and décor made from recycled materials, sustainably sourced wood, or created with low-impact manufacturing methods.","This feature allows users to upload photos of rooms with Wayfair products, share styling ideas, and vote on different interior design themes.","This feature uses augmented reality to show how products fit in a room, measure walking space, and offer furniture placement suggestions for traffic flow and accessibility.",This feature provides a monthly subscription that delivers décor boxes with seasonal accents and small decorative items based on the user’s style quiz results.,This feature notifies users when items on their wishlist have a price drop or when similar products with better ratings are available at a lower cost.,This feature lets users book virtual meetings with certified interior designers who offer advice and recommend products during video sessions.,"This feature allows multiple users to add items, vote on them, and leave comments within a shared shopping list for coordinated purchasing.","This feature lets users select and combine furniture or décor items from various sets, and automatically applies discounts based on the selected items."
com.wayfair.wayfair,Wayfair - Shop All Things Home,SOURCE1,This feature lets users tap in time with music while arranging patterned tiles or furniture in a virtual room.,"This feature provides step-by-step guides and practice tasks for DIY home improvement and decor, allowing users to follow tutorials while browsing related products.","This feature provides a purchase history dashboard where users can see item photos, access assembly instructions, reorder products, and manage their home inventory.",This feature offers daily spin-to-win wheels and mini-games where users can earn coins or discount tickets to use toward purchases on Wayfair.,This feature lets users list used furniture or decor items to sell or trade within the Wayfair community and receive payment in cash or store credit.,"This feature lets users earn points from purchases, which can be exchanged for virtual badges or physical items. It also shows animations and notifications for rewards and progress.","This feature offers 360° high-definition video views of products with adjustable angles and zoom, allowing customers to examine items closely before buying.","This feature uses AI to analyze room photos, style preferences, and budget to provide furniture and decor suggestions tailored to the user's space.","This feature tracks users’ activity and milestones over time, offering rewards and personalized content based on their engagement within the app.","This feature lets users share ideas, chat, and post photos with others to collaborate on decorating projects within the app."
com.widgetable.theme.android,Widgetable: Besties & Couples,SOURCE2,This feature offers a shared mood tracker widget that allows users to update and view each other’s current emotions throughout the day.,"This feature lets users create a countdown widget for upcoming events or anniversaries, showing the time remaining and allowing addition of photos and messages.",This feature lets users create a shared playlist widget where multiple people can add songs and vote on them in real time.,"This feature lets two users set and track shared goals through a widget, showing progress and awarding badges when goals are completed.",This feature lets users create and embed a small quiz widget with personalized questions about each other for daily sharing and answering.,This feature creates a shared photo collage widget that automatically shows recent pictures from both users’ galleries and updates continuously with new photos.,"This feature sends location-based reminders to both users, notifying them to meet or check in when they are near a chosen place like a café or park.","This feature lets users send digital tokens or handwritten notes to each other, which then appear on the recipient’s home screen for easy viewing.",This feature provides a shared daily gratitude journal widget where users can write and view things they appreciate about each other.,"This feature shows a daily widget with simple activity suggestions for friends or couples to do together, presenting a new group challenge each day."
com.widgetable.theme.android,Widgetable: Besties & Couples,SOURCE1,"This feature lets users create small challenges for each other, like sharing a daily selfie, and helps track progress on these daily tasks.","This feature lets users record and send short voice notes from widgets without opening the app, allowing quick message sharing with a partner or friend.","This feature lets two users record and save short audio clips in a shared widget, which both users can listen to whenever they want.","This feature provides a digital widget that displays local discounts for activities, restaurants, and shops, allowing users to find deals for outings with friends or partners.","This feature lets users record short voice clips or melodies and add them to a shared playlist, allowing multiple users to contribute audio recordings together.",This feature offers a mini-game widget with tapping or swiping actions that friends or couples can play together during short breaks or waiting times.,"This feature lets users take and edit photos or short videos with friendship or love-themed filters and stickers, then share them in their chat or social feed.","This feature lets users set and track milestones or shared goals in their relationship or friendship, with customizable steps and reminders to help keep them organized.","This feature helps users find nearby places for meetups, offering suggestions based on location and providing links for reservations and directions.","This feature calculates the distance between two locations, sets a countdown to a future date, and enables users to share messages within the app."
com.whoyaho.tanghulu,Tanghulu Master - Mukbang ASMR,SOURCE1,This feature lets users tap or swipe the screen to move tanghulu pieces onto skewers in a sequence of actions similar to combos.,This feature gives users digital coupons that unlock rare fruit ingredients or discounts for tanghulu skewers after watching specific ASMR videos.,"This feature lets users record their mukbang reactions or food-related thoughts as voice memos, which can be saved privately or shared with the community.","This feature offers a step-by-step checklist for choosing ingredients, preparing them, and presenting tanghulu, along with tips for managing purchases and understanding the mukbang process.","This feature helps users find nearby stores or markets selling fresh fruits and skewers, and allows them to reserve or preorder ingredients for their tanghulu mukbang.","This feature calculates ingredient amounts and nutritional information based on user input, allowing users to adjust portion sizes and customize recipes.","This feature lets users record their mukbang sessions with clear audio and video, capturing ASMR sounds for personal use or sharing without extra equipment.",This feature provides timed screen breaks that guide users through finger and mouth exercises to help reduce eye strain during extended ASMR viewing or recording.,This feature lets users record and mix their eating sounds to create rhythmic mukbang audio within the app.,This feature lets users decorate virtual tanghulu sticks or tap to hear crunch sounds while waiting for new videos or ingredient deliveries.
com.whoyaho.tanghulu,Tanghulu Master - Mukbang ASMR,SOURCE2,This feature lets users create virtual Tanghulu by choosing fruit combinations and adding decorations to customize their designs.,"This feature lets users mix Tanghulu crunching sounds, dripping sugar, and street noises in real time to create layered audio tracks within the app.",This feature lets users make Tanghulu under time limits or specific conditions and unlocks rare ingredients and rewards when challenges are completed.,"This feature lets users record their Mukbang ASMR sessions, add filters and sound effects, and share the recordings on social media platforms.",This feature uses AI to automatically adjust audio quality during recording and playback based on the user's environment.,"This feature lets users trade fruit skins, sticks, and syrup flavors they collect during gameplay with other users in a virtual marketplace.","This feature lets users watch slow-motion replays with close-up views of crunching and dripping sounds in smooth, slowed-down video.","This feature offers Tanghulu recipes from different seasons and regions, along with related ASMR sounds for users to listen to while viewing the recipes.",This feature provides a guided ASMR meditation session using Tanghulu sounds combined with relaxation techniques.,"This feature lets multiple users join a shared Mukbang ASMR session to eat Tanghulu together in real time, with options to chat and view each other's reactions."
air.com.bitrhymes.bingo,Bingo Bash: Live Bingo Games,SOURCE1,"This feature lets players tap or swipe bingo balls within a time limit to activate combo multipliers, which assist in completing challenges and earning extra rewards.","This feature allows users to play a mini-game between bingo rounds by tapping to catch animated fish, earning bonus coins or power-ups.",This feature allows players to collect and use discount codes or in-game item coupons after completing bingo challenges within the app.,This feature lets players record and send short voice messages to friends while participating in live bingo games within the app.,"This feature lets players compete against increasingly difficult bingo opponents using bingo cards and power-ups, defend their territory, and earn prizes during gameplay.","This feature tracks player progress, win rates, and card patterns, displaying the information in charts to help users monitor their performance during live bingo games.","This feature allows users to take photos with bingo-themed frames and stickers, then save and share these photos within the app.",This feature lets players talk with teammates in live bingo rooms using audio technology that lowers background noise to make voices clearer.,"This feature lets players send text and voice messages to each other within the game, enabling communication during events or casual chats without leaving the game screen.","This feature lets users reserve places in upcoming bingo games, see schedules, get notifications based on their location, and register to join live sessions."
air.com.bitrhymes.bingo,Bingo Bash: Live Bingo Games,SOURCE2,This feature provides a live host with an animated character who calls bingo numbers in real-time and enables players to chat with the host and each other during the game.,"This feature lets players join daily or weekly bingo challenges, compete on leaderboards, and earn badges, power-ups, or in-game currency based on their results.",This feature allows players to join teams and work together to complete bingo cards. Players can earn rewards by participating in these team bingo games.,"This feature lets players create bingo cards with various patterns and difficulty levels, which can be shared and played by friends or other users in live games.","This feature includes called numbers that trigger mini-games or bonus rounds during bingo play, adding extra gameplay elements within the game.",This feature lets players use their device’s camera to see bingo halls or cards overlaid onto their real-world environment using augmented reality.,"This feature records important moments from past bingo games, like big wins or rare bingos, and lets players watch or share these moments.","This feature provides bingo rooms with seasonal and holiday themes that include specific graphics, soundtracks, and limited-time prizes, which change periodically throughout the year.","This feature tracks player activity and preferences to suggest game modes, power-ups, and challenges that match each user's behavior.","This feature lets players send power-ups, extra cards, or bonuses to friends while live bingo games are happening."
